svmrbf-r6d300,svmrbf-ckd,svmrbf-r8d300,xgb-ckd,svmrbf-r9d300,xgb-fp4c,svmrbf-r7d300,svmrbf-ckdext,label
0.063625011,0.037523262,0.058879393,0.00374043,0.059753449,0.06700015,0.059871684,0.033884249,1
0.31018184,0.166947256,0.305013234,0.39703155,0.303138899,0.11158532,0.302867485,0.085327324,1
0.583488457,0.620204702,0.668385582,0.8492269,0.670626897,0.8318174,0.61829042,0.647499514,1
0.180726922,0.494136377,0.272628319,0.729827,0.27575058,0.04117483,0.172008126,0.349507591,1
0.131001973,0.099592598,0.115688213,0.02034676,0.114056648,0.016789794,0.137662783,0.030935405,1
0.087803366,0.232977677,0.078345141,0.001526892,0.082938517,0.12828177,0.077810343,0.214174637,1
0.006155498,0.067932473,0.008457613,0.060131133,0.008399362,2.68E-05,0.007073101,0.027204534,1
0.013966797,0.107389834,0.015572443,0.23096502,0.01523458,0.044201672,0.016554989,0.103449275,1
0.073598713,0.070765554,0.040430286,0.005119085,0.038067141,0.000366569,0.061848707,0.068223232,1
0.192152209,0.083461815,0.179684989,0.010697007,0.177695586,0.032568514,0.187515888,0.065093237,1
0.149352658,0.100427102,0.183765479,0.066599965,0.186779999,0.0118168,0.170335367,0.070944603,1
0.066948315,0.038326418,0.0508214,0.004248619,0.049898248,0.020396769,0.066376085,0.03493905,1
0.018548208,0.001434469,0.007105473,5.82E-05,0.005796384,0.000198424,0.012818438,0.001763579,1
0.511225642,0.25003247,0.360445597,0.019216835,0.356936401,0.69504607,0.457222598,0.439317262,1
0.959382343,0.965253631,0.953681342,0.998304,0.951405171,0.99075454,0.953982389,0.962946419,1
0.040178881,0.037638806,0.048819389,0.002707183,0.047373915,0.00057447,0.045829843,0.046753788,1
0.103575121,0.114704405,0.135739926,0.01949966,0.139472261,0.005002499,0.105675096,0.045462433,1
0.016317139,0.067100957,0.021570139,0.003646374,0.020707901,0.005175471,0.018734657,0.041389818,1
0.292283325,0.179947042,0.255653507,0.024738193,0.253744453,0.81516176,0.261239528,0.086260231,1
0.094910363,0.038466683,0.073174786,0.004560232,0.07060258,5.96E-07,0.084855016,0.018824733,1
0.020728056,0.020364639,0.025223495,0.000174701,0.025940129,0.04531014,0.028492566,0.033661001,1
0.141403109,0.345703648,0.097107825,0.2619369,0.092698398,0.005162776,0.123323003,0.298429613,1
0.125188432,0.01541522,0.122409555,0.001723766,0.121759141,0.027489424,0.128282301,0.013854636,1
0.913135284,0.795138122,0.930539368,0.9385848,0.935254082,0.9085128,0.928194974,0.811666263,1
0.055771381,0.050142135,0.062299671,0.002634466,0.06284186,0.19276196,0.061453089,0.043203061,1
0.005335107,0.067582411,0.006032894,0.001001775,0.00594004,0.16248173,0.00556591,0.070756269,1
0.017860291,0.05633277,0.013368227,0.00046289,0.014116731,0.000545085,0.01648402,0.081018257,1
0.066085809,0.060359862,0.068450454,0.007939339,0.068321004,0.005536854,0.065846333,0.038724863,1
0.068470286,0.065969606,0.070179388,0.19127333,0.069343031,0.010763347,0.076405756,0.042152307,1
0.149934874,0.056948652,0.136439673,0.004720688,0.13508467,0.18578064,0.142848545,0.022942894,1
0.005478479,0.029715214,0.004170601,0.017098963,0.004567545,0.036233187,0.007423877,0.06265564,1
0.697520405,0.658632784,0.699289222,0.7626298,0.705311193,0.8968849,0.701396715,0.641237782,1
0.07870967,0.061341634,0.089798629,0.004082501,0.089814879,0.013185978,0.078907474,0.108737602,1
0.096016169,0.041594498,0.089300052,0.005554199,0.088044631,0.014775872,0.091657492,0.006835527,1
0.05609786,0.028131703,0.06565621,0.001339436,0.071837039,0.011374056,0.061221949,0.036470438,1
0.012822523,0.026561225,0.01419209,0.000495791,0.016480511,0.013893247,0.010392555,0.02734725,1
0.028443573,0.028192189,0.032115292,0.002553344,0.033763254,0.000987291,0.034042095,0.009313252,1
0.201527912,0.044169641,0.225751801,0.003827035,0.227931833,0.22632527,0.20704067,0.023172721,1
0.269513669,0.120746808,0.297165846,0.03183508,0.294736883,0.3787008,0.273785659,0.061623678,1
0.10202119,0.041734578,0.078458783,0.00249511,0.075596142,0.19059336,0.10289244,0.017270426,1
0.02205487,0.0385677,0.015230421,0.000415266,0.016827811,0.00026077,0.019333956,0.048021078,1
0.010920095,0.044262233,0.011150816,0.000695705,0.011883453,0.020498931,0.011619638,0.022140142,1
0.755394657,0.22127889,0.719894863,0.061598837,0.729337638,0.5138639,0.767876801,0.216727873,1
0.011638388,0.041478436,0.012660001,0.001002252,0.013275731,0.002764881,0.014026953,0.027008011,1
0.009108401,0.036182798,0.008583258,0.000300527,0.009279208,0.01292938,0.009770165,0.020686822,1
0.017731958,0.022479823,0.025237043,0.000323653,0.029066613,0.017244637,0.020980953,0.027209953,1
0.003707922,0.040175697,0.00185,0.000309944,0.001731139,0.000329852,0.002868382,0.03017832,1
0.52219374,0.918326467,0.372916512,0.89589304,0.360007674,0.7373426,0.394138411,0.879341259,1
0.043956131,0.088003758,0.035814607,0.035610855,0.034512384,0.000415742,0.043943782,0.17830941,1
0.416075574,0.071181319,0.378475795,0.068555295,0.370693256,0.5980904,0.408823698,0.126019419,1
0.017980445,0.0909742,0.008272631,0.008024514,0.008226822,0.28439152,0.011623606,0.301433932,1
0.963758054,0.67748325,0.967888426,0.82260484,0.967946985,0.96606135,0.962733515,0.449050321,1
0.008630181,0.080770386,0.01400635,0.011122048,0.014361007,0.09259552,0.009038922,0.09016469,1
0.047929176,0.008325864,0.048901637,3.02E-05,0.050206832,0.00051862,0.047199959,0.01953847,1
0.824087859,0.804435851,0.857715556,0.88866866,0.857372388,0.8723537,0.826035918,0.720441601,1
0.198442449,0.37308102,0.297515829,0.25376773,0.333209833,0.89207095,0.257208298,0.524097884,1
0.650562829,0.361297985,0.633391307,0.078014374,0.635331927,0.4060368,0.659945106,0.440393384,1
0.019152165,0.025878775,0.009404921,0.002424419,0.008087882,2.37E-05,0.016430582,0.038280404,1
0.05492046,0.052840797,0.0985717,0.014008462,0.098229538,0.018741071,0.063790961,0.042345979,1
0.028375258,0.019006763,0.010992743,0.000342965,0.010046404,0.003850102,0.02161969,0.017867383,1
0.042956556,0.045340937,0.040419828,0.001094699,0.03977292,0.091266096,0.046521688,0.043318148,1
0.05441071,0.025883523,0.019742478,0.007683516,0.018969956,0.004872918,0.042712466,0.023658108,1
0.252214533,0.460635478,0.242536547,0.6348959,0.243123758,0.30263162,0.251846759,0.409210206,1
0.039828256,0.034550839,0.037071125,0.000344276,0.036737108,0.031534493,0.040754147,0.035991656,1
0.034060996,0.061958525,0.032299559,0.000626743,0.032036277,0.026954591,0.031325521,0.05476044,1
0.069525318,0.295201109,0.050439184,0.02263993,0.050634326,0.04118228,0.074892219,0.210800074,1
0.143286076,0.014438108,0.080206577,0.002828538,0.066125602,3.08E-05,0.126733034,0.036784742,1
0.055253535,0.020623975,0.029800564,0.007157326,0.029401068,0.001717925,0.05953498,0.016235998,1
0.068774451,0.007322884,0.06106131,0.000160575,0.06130358,0.001443207,0.06684964,0.020309604,1
0.028525464,0.035425439,0.026864255,0.000611782,0.026940853,0.011496365,0.031311212,0.01698359,1
0.121212554,0.044223077,0.114168774,0.002891243,0.112009751,0.013008773,0.118348781,0.024239601,1
0.158581565,0.142913156,0.138492434,0.007355452,0.137075124,0.03831178,0.157784113,0.068229315,1
0.160023103,0.066379139,0.135231186,0.000248492,0.132692344,0.003326058,0.155325577,0.035176738,1
0.461972975,0.179915269,0.368495585,0.028693736,0.3678547,0.004422426,0.468363223,0.18512821,1
0.071207729,0.059965712,0.074471081,0.009518445,0.075536103,0.004403293,0.071158473,0.113018319,1
0.04624621,0.060585019,0.033600451,0.006525815,0.034694289,0.11232358,0.04056311,0.061024239,1
0.073801512,0.045316042,0.104783519,0.026360631,0.112500782,0.20189893,0.081404385,0.044362486,1
0.004195496,0.066015203,0.008263901,0.006233215,0.008059575,0.005023837,0.005882428,0.031842281,1
0.144718128,0.082295292,0.108844054,0.000569522,0.110739012,0.000658333,0.130835172,0.025526078,1
0.106988358,0.295039561,0.110437184,0.82579744,0.108860676,0.009306371,0.138031719,0.440225246,1
0.135779518,0.091237914,0.105455687,0.001407445,0.100413211,0.49384058,0.120538805,0.093825197,1
0.094364221,0.043902283,0.109618943,0.032785118,0.113675784,0.17181045,0.09843447,0.043010322,1
0.036938023,0.026734752,0.038395251,0.001075447,0.0381318,0.001030445,0.03855058,0.023727133,1
0.092794449,0.056562808,0.087657645,0.00192821,0.087718831,0.008216381,0.096333694,0.043247798,1
0.225364946,0.093329281,0.259275948,0.004103422,0.249631406,0.27812278,0.255478167,0.083424267,1
0.759696582,0.078829705,0.667897464,0.020991504,0.658392889,0.8858265,0.798415808,0.135081,1
0.58902038,0.268396322,0.611552475,0.6178562,0.604594605,0.42793816,0.60501681,0.118682733,1
0.01299034,0.065683549,0.021649446,0.003241122,0.022173804,0.014578879,0.013805318,0.058645492,1
0.104065577,0.120649038,0.095495519,0.014869928,0.093813106,0.30295795,0.108495679,0.084881739,1
0.684283729,0.171919914,0.766330153,0.8501853,0.766904114,0.85069513,0.743402968,0.201470564,1
0.424911514,0.194262455,0.300949676,0.11438316,0.296124547,0.60722417,0.38312744,0.057748905,1
0.251370001,0.129487589,0.18351681,0.1515683,0.163513572,0.9113213,0.214298801,0.199083285,1
0.010426628,0.025215546,0.004957883,0.000195324,0.005379962,0.000134707,0.010447629,0.033841205,1
0.065018802,0.034778991,0.087901458,0.004248023,0.088171816,0.13226783,0.060001302,0.025467667,1
0.21835851,0.10353086,0.206200096,0.08127731,0.206610408,3.74E-05,0.222406994,0.072687973,1
0.058200482,0.056709064,0.057788911,0.003901482,0.058453645,0.00081104,0.058957331,0.049282852,1
0.234625248,0.065270407,0.276010192,0.011504531,0.263818205,0.6946777,0.241389462,0.061656057,1
0.108043948,0.04934503,0.099317182,0.005591333,0.097811556,0.001881599,0.106803745,0.033238718,1
0.145185684,0.028672713,0.117570527,0.016381085,0.11796409,0.008268774,0.128351088,0.151390664,1
0.041125768,0.054061984,0.01423194,0.007918,0.011644059,0.003904164,0.025863139,0.031604719,1
0.04976011,0.350994883,0.044015069,0.8056257,0.043573255,0.46695036,0.050442508,0.596192243,1
0.000848927,0.00198011,0.000686736,2.74E-06,0.000657073,0,0.00089467,0.001376818,1
0.728134612,0.371265664,0.819512513,0.727618,0.828629546,0.99520975,0.773369193,0.427423882,1
0.387794837,0.368972784,0.331492045,0.827569,0.327930356,0.9435805,0.432882874,0.220691448,1
0.006063904,0.035170784,0.007026637,0.00077045,0.006756156,0.0009951,0.006917782,0.052594747,1
0.45012141,0.165997596,0.443083435,0.050114274,0.441320825,0.43568206,0.441007125,0.30530592,1
0.001125126,0.025802466,0.001159338,0.015481353,0.00122188,8.11E-06,0.001129979,0.012347969,1
0.569917499,0.658634172,0.637540452,0.6101764,0.631858932,0.013333619,0.585914182,0.32926378,1
0.063429754,0.025152856,0.062704145,0.000874341,0.070007648,0.042422056,0.066245654,0.022205093,1
0.034468672,0.110804003,0.01303841,0.060732305,0.010531781,0.000154853,0.026948858,0.041902667,1
0.095256475,0.148509883,0.074674702,0.0783698,0.073001496,0.21155822,0.078067211,0.122000209,1
0.141682097,0.011149593,0.141969193,0.000876725,0.1409105,5.16E-05,0.141876172,0.020051018,1
0.060284582,0.027424578,0.07248758,0.021728814,0.071228836,0.00320214,0.059003473,0.022322123,1
0.147774687,0.051780673,0.170955482,0.01837945,0.17412001,0.038342893,0.168709745,0.038865606,1
0.037554027,0.05725559,0.050237132,0.059365988,0.051609187,0.007386446,0.041327733,0.03624155,1
0.219829735,0.042714995,0.202489846,0.007854402,0.202784739,0.15939337,0.222692926,0.041576519,1
0.191231596,0.079039121,0.208062561,0.016992807,0.210406712,0.043848455,0.199420766,0.04488107,1
0.168394941,0.127601645,0.19834696,0.00696379,0.19839354,0.0912649,0.231316055,0.172522099,1
0.013421383,0.005289502,0.010286708,0.003468692,0.010583922,0.000285327,0.01368662,0.00387387,1
0.015016681,0.02127717,0.012213912,0.001635134,0.01217031,0.015948594,0.016598409,0.02194043,1
0.139210426,0.121218123,0.131576383,0.012793005,0.131852669,0.006597579,0.119290897,0.128836689,1
0.033810324,0.039857704,0.028145671,0.000507236,0.029256283,0.01769209,0.029339178,0.050602919,1
0.017536796,0.041397126,0.020164501,0.000616908,0.02058695,0.015622199,0.018363526,0.060269996,1
0.14318731,0.141025166,0.13960087,0.051596105,0.138451533,0.020409703,0.149555137,0.150283344,1
0.229394155,0.166297311,0.255694913,0.08860183,0.260992507,0.018992603,0.219026973,0.14007895,1
0.082651933,0.093759062,0.045330238,0.011723816,0.043467588,0.007012546,0.048424346,0.089526131,1
0.020075073,0.02347077,0.010343674,0.002918184,0.010032138,0.000485659,0.01898969,0.048821713,1
0.579484771,0.47716641,0.572393127,0.7947325,0.572397386,0.6404974,0.575043624,0.680452748,1
0.126187999,0.147522146,0.167297317,0.020895481,0.165812644,0.04578197,0.133313479,0.089800878,1
0.001831478,0.005799863,0.001408501,0.000274718,0.001422216,0.000266731,0.001744755,0.002692738,1
0.011376137,0.05309018,0.011618823,0.003296554,0.011524404,0.006435573,0.016106461,0.050185391,1
0.141741841,0.059557811,0.078225713,0.000817478,0.076282326,0.003094852,0.104759769,0.056214665,1
0.201587645,0.064689768,0.155212161,0.003499746,0.152647946,0.005067051,0.17391883,0.059056509,1
0.052121212,0.021242913,0.029689747,0.001175582,0.031013675,0.002855957,0.042801913,0.01110378,1
0.020657185,0.018722023,0.024916911,0.001287937,0.025618755,0.015105069,0.025392829,0.034557462,1
0.006690498,0.019589921,0.008751264,0.000703931,0.009043377,0.02776283,0.006562835,0.032312357,1
0.022539342,0.008570919,0.017860139,0.000319242,0.017992829,0.001478136,0.021583653,0.011198408,1
0.001495369,0.009878873,0.001418507,1.84E-05,0.00135366,0.000118613,0.001352874,0.008855789,1
0.022386128,0.014598856,0.018549468,0.000633419,0.019374227,0.001277745,0.02035688,0.018559728,1
0.013620021,0.057267501,0.009671688,0.013014972,0.010161711,7.27E-06,0.015557977,0.024187381,1
0.804858563,0.478676149,0.774931896,0.8908789,0.772525944,0.8293047,0.785554386,0.462859661,1
0.589181768,0.726089574,0.58252908,0.77623284,0.58277223,0.030174911,0.593456165,0.660888314,1
0.251575561,0.114676244,0.167585331,0.08408964,0.170784608,0.15337247,0.219761158,0.074641313,1
0.022773941,0.127925398,0.024153596,0.010608673,0.025336163,0.003382981,0.027688429,0.059884243,1
0.581290969,0.554921775,0.562942566,0.6677967,0.565039751,0.8922703,0.615702114,0.489881967,1
0.003821192,0.001757636,0.001450934,0.000198781,0.00140933,0.000541389,0.003279455,0.000470813,1
0.187903456,0.03975702,0.175181177,0.004065394,0.174102507,0.033397555,0.186971771,0.045575971,1
0.820333447,0.480092013,0.841584077,0.94767046,0.836678805,0.5678711,0.83412539,0.578879884,1
0.008135001,0.131936966,0.004502351,0.007742286,0.004309094,6.91E-05,0.005923446,0.038610428,1
0.000909264,0.004346749,0.000642175,0.000392616,0.00059927,2.15E-06,0.000892979,0.003273481,1
0.0047927,0.042834141,0.005529842,0.018909276,0.005655895,0.009719133,0.004969559,0.013979618,1
0.016859842,0.002557447,0.010695754,1.43E-06,0.010276298,2.03E-06,0.015881021,0.000897851,1
0.019742744,0.200364747,0.013409628,0.026569903,0.012289023,0.000150085,0.01760798,0.091014301,1
0.043189838,0.041866623,0.032712442,0.007268131,0.032372175,0.013473928,0.041304439,0.041200728,1
0.002841733,0.028985771,0.004297442,0.000498772,0.00434207,0.002939999,0.003460277,0.02929731,1
0.011627396,0.096923791,0.012714111,0.17883885,0.013718782,0.004834294,0.010358152,0.06614795,1
0.037886486,0.205784597,0.038628857,0.17343354,0.03835719,0.00171721,0.034823981,0.095260255,1
0.012514333,0.055884679,0.013395365,0.001326442,0.011420006,0.001192331,0.01244826,0.040896153,1
0.008628401,0.011101783,0.009911412,0.002071261,0.010296448,9.30E-05,0.009791024,0.01481587,1
0.426400196,0.360951211,0.393106785,0.56937873,0.394602912,0.81549865,0.413665959,0.423744325,1
0.023775023,0.056049202,0.016633446,0.00124073,0.015432813,0.000541866,0.021592868,0.027442625,1
0.013918205,0.038122052,0.014013254,0.001220405,0.013450579,0.003981412,0.014536324,0.036398487,1
0.110681358,0.072956917,0.10806898,0.002077639,0.102064874,0.05259043,0.119067653,0.046427925,1
0.00856713,0.003288033,0.010376605,4.97E-05,0.01068243,0.00060153,0.011376112,0.011525895,1
0.007356963,0.049522347,0.003739526,0.001338005,0.003567954,0.000389397,0.005260428,0.020268163,1
0.101717637,0.114963186,0.065678941,0.001472473,0.060792282,0.7136446,0.088097713,0.059570245,1
0.007686632,0.258239624,0.007173342,0.116214156,0.007786789,0.000564158,0.007542912,0.24305536,1
0.050240363,0.032416429,0.070152403,0.08315551,0.070692635,0.2993986,0.051450987,0.091903117,1
0.000377822,0.003725083,0.00026755,5.48E-06,0.000282547,1.19E-06,0.000347999,0.002127841,1
0.245745194,0.151091338,0.216900118,0.3391999,0.216886666,0.49335515,0.233794642,0.348167123,1
0.008336587,0.004013544,0.008109578,5.97E-05,0.008317009,0.000231445,0.008216558,0.012126579,1
0.014936512,0.008766018,0.014207752,0.001586795,0.014252187,0.07451296,0.0129527,0.009635065,1
0.000569982,0.017865964,0.000628423,2.50E-06,0.000631288,0.006223679,0.000622483,0.016390916,1
0.029267647,0.105884603,0.014156595,0.000197232,0.017969167,0.9967306,0.02780711,0.099984897,1
0.012844896,0.116377361,0.010600606,0.004167736,0.010677201,0.000119686,0.011545017,0.107094495,1
0.009813149,0.100233435,0.011123048,0.009040594,0.010812744,0.09751958,0.0109234,0.084134169,1
0.004855606,0.19700398,0.008990589,0.028766155,0.008930166,0.000550091,0.006415735,0.081364983,1
0.003183211,0.011013644,0.00381996,1.92E-05,0.003660543,4.17E-06,0.003678095,0.065041333,1
0.133493496,0.033633956,0.109007271,0.001107037,0.108107493,0.3204832,0.120744609,0.035654728,1
0.024410686,0.094041773,0.011565761,0.0211882,0.011739903,0.003901482,0.0165068,0.09756162,1
0.045674566,0.035122932,0.041957262,0.08629477,0.041940764,0.032909155,0.047942414,0.054404599,1
0.3822902,0.217606886,0.399279425,0.485865,0.400169565,0.3898793,0.389500218,0.52695491,1
0.027338522,0.071159686,0.028557722,0.004155576,0.025498844,0.006018221,0.017962875,0.054439253,1
0.107414825,0.38507089,0.101056873,0.03341341,0.103893606,0.00018543,0.133221472,0.349709606,1
0.030664938,0.038880316,0.024036788,0.010636091,0.023769612,0.018926859,0.033384539,0.0058199,1
0.038699821,0.041917982,0.037135199,0.005562544,0.036307821,0.010334253,0.041984394,0.016034603,1
0.008867571,0.06846224,0.008157241,0.031761527,0.008253299,0.004195094,0.009075695,0.016832623,1
0.005701979,0.042165436,0.005201613,0.008802533,0.005599458,0.052095056,0.006688516,0.047593547,1
0.016574459,0.093083926,0.011176704,0.001177132,0.011328866,0.000258744,0.012986328,0.036150918,1
0.005980804,0.008732975,0.002922758,0.007389844,0.003116202,1.91E-05,0.004198105,0.023760868,1
0.010706218,0.075387212,0.015226017,0.013985038,0.015026295,0.023339987,0.012439274,0.077657709,1
0.003332813,0.015773708,0.004273164,0.001344085,0.004285056,0.012550712,0.003088484,0.034092353,1
0.1220731,0.067607835,0.116712856,0.002780199,0.115960079,0.044813335,0.11050014,0.078311713,1
0.617424652,0.117099166,0.514749043,0.023996472,0.509176762,0.06098163,0.586390594,0.11778226,1
0.011778631,0.022601664,0.011308756,0.000118256,0.009483872,6.91E-06,0.011449712,0.020005446,1
0.043235393,0.188551149,0.022356875,0.019390881,0.02174776,0.3033632,0.038929938,0.056535214,1
0.126156029,0.047140863,0.115444449,0.010750294,0.118349057,0.03583765,0.135345839,0.05846598,1
0.015417531,0.026735684,0.009886149,5.01E-06,0.007973262,0.00061512,0.012687278,0.026832129,1
0.062213719,0.030788913,0.045952471,0.000771523,0.043969777,0.04832065,0.062701279,0.041042078,1
0.394145949,0.414824114,0.572122464,0.30206966,0.58066607,0.109515905,0.467361947,0.189051373,1
0.003360545,0.080929213,0.002425688,0.052345634,0.002754482,2.35E-05,0.002649109,0.01234294,1
0.037843702,0.136555734,0.033445773,0.004313827,0.032494757,7.27E-05,0.034462793,0.071328351,1
0.129906663,0.383531673,0.133931382,0.06853467,0.135711144,0.012247562,0.132496045,0.225892275,1
0.030612659,0.062636829,0.040883084,0.000509262,0.037435417,0.007460892,0.026335631,0.044487537,1
0.056750743,0.044616438,0.061537333,0.017248333,0.058683297,0.030795336,0.063771374,0.039338554,1
0.017082974,0.050316998,0.010788973,0.00224179,0.010504769,0.007418394,0.017440882,0.04424857,1
0.016951106,0.050193542,0.011062424,0.001244307,0.011006123,0.002484679,0.015647448,0.052918516,1
0.039986117,0.034834871,0.022597958,0.16291124,0.018441517,1.57E-05,0.037313221,0.023755126,1
0.003212416,0.023673201,0.001835926,0.000232995,0.001943188,0.006721437,0.002168351,0.012432172,1
0.024311394,0.024942978,0.0091274,0.000330329,0.009378194,0.003533125,0.019147845,0.013870823,1
0.004011408,0.031435655,0.004562987,0.000625312,0.004640139,0.002612293,0.004224254,0.021951912,1
0.007555977,0.031479324,0.009677149,0.000468969,0.009433869,0.003916383,0.009569152,0.024298172,1
0.055472162,0.026612301,0.029290542,0.00048089,0.029562328,0.002018571,0.041896436,0.030680039,1
0.811227816,0.328219558,0.804308226,0.7646353,0.807164808,0.8236717,0.754621142,0.610525173,1
0.346611185,0.062042947,0.508320325,0.025161982,0.506105702,0.02531445,0.332097016,0.044937006,1
0.022642879,0.066870349,0.024917071,0.000347376,0.02396205,0.000274718,0.031186156,0.131992807,1
0.021064494,0.007339548,0.020744878,0.01629132,0.020157453,0.023532689,0.020938829,0.008343863,1
0.050177806,0.091597348,0.025922329,0.004669309,0.020143141,8.82E-05,0.044735002,0.077312087,1
0.043528791,0.109986546,0.039370575,0.0909493,0.038606417,0.000294983,0.043151581,0.077534875,1
0.022853044,0.04699833,0.015520604,0.000858784,0.015728356,0.000699997,0.019085216,0.029528418,1
0.067333424,0.172404366,0.077422926,0.24922585,0.079601415,0.017442048,0.065925731,0.045697071,1
0.001048957,0.017629606,0.000565696,1.68E-05,0.000515117,7.15E-07,0.000949876,0.005096915,1
0.03564648,0.134829049,0.022328174,0.013272822,0.020143223,0.000141144,0.025175596,0.053877977,1
0.569846629,0.543847531,0.536467047,0.9425522,0.532605628,0.05710107,0.559402942,0.597792172,1
0.025255895,0.013591465,0.019208339,0.018586874,0.018754457,0.003496051,0.022900467,0.008132418,1
0.164263702,0.055055504,0.075434953,0.005513012,0.071983271,0.054603636,0.15422892,0.016766636,1
0.01097157,0.090735757,0.011032459,0.015662968,0.011064357,0.037983358,0.011409947,0.022358453,1
0.001658411,0.002137894,0.001877307,0.00016284,0.002020766,0.004396915,0.001369062,0.016121627,1
0.019975138,0.058282376,0.018292385,0.003330767,0.018282243,0.000314236,0.020014801,0.069026151,1
0.193898825,0.048483444,0.279845927,0.00052613,0.281258767,0.22023761,0.235534543,0.056384661,1
0.347956243,0.088244303,0.303056501,0.013373435,0.29827278,0.105686665,0.340899876,0.145257892,1
0.019886039,0.100151506,0.011807443,0.002514362,0.010787032,0.000248969,0.015251432,0.081881387,1
0.355099915,0.089412187,0.34208901,0.004063129,0.345839323,0.11205822,0.346445859,0.152993884,1
0.154257913,0.141418202,0.13875887,0.04055369,0.13641634,0.006326318,0.145965747,0.038193582,1
0.014487549,0.03995971,0.013507894,0.005158842,0.014353203,0.001483023,0.013432855,0.023749882,1
0.010714483,0.066610431,0.00971402,0.005222321,0.010367182,0.000159621,0.013496218,0.017538731,1
0.359830933,0.334824596,0.477597191,0.32357174,0.475736382,0.82246554,0.410582879,0.265462569,1
0.02191495,0.009676052,0.014811851,3.54E-05,0.014041029,1.50E-05,0.0213271,0.007009368,1
0.073288725,0.021338059,0.058713182,0.000124574,0.056522087,0.00166446,0.071005753,0.006064214,1
0.01044704,0.002111033,0.013097781,0.00034678,0.013288636,0.002715945,0.011849886,0.002919666,1
0.024448865,0.045293306,0.019606349,0.007297158,0.019189124,0.000214636,0.022077464,0.036247606,1
0.015802391,0.002629896,0.019207072,0.000305057,0.018731027,0.001655221,0.017667986,0.004546982,1
0.044004567,0.04595845,0.031047652,0.006749451,0.028858851,0.000228941,0.035660985,0.031674016,1
0.01213835,0.068855317,0.011995025,0.011527479,0.012265038,0.000112057,0.01284991,0.020195944,1
0.0264161,0.041435354,0.021281186,0.001426578,0.02021651,0.000121355,0.02270561,0.037823171,1
0.108823247,0.099652971,0.10546408,0.04548502,0.110966244,0.083832145,0.120747372,0.136319086,1
0.050316901,0.026494359,0.058492462,7.09E-05,0.056144859,0.034187496,0.056869388,0.030394676,1
0.226595467,0.261774038,0.2123684,0.102472484,0.205734741,0.070727825,0.23471229,0.095150875,1
0.013275178,0.162583056,0.012866415,0.3024854,0.012726098,0.07080871,0.011443862,0.254317626,1
0.018283681,0.162178002,0.02923682,0.077482045,0.029517798,0.1231671,0.0231861,0.139502973,1
0.040871697,0.076211934,0.035148207,0.03907633,0.038350828,0.010407686,0.038290868,0.057609467,1
0.016062408,0.021305205,0.003887685,0.000861883,0.003389883,0.000486493,0.010451098,0.084801026,1
0.392315427,0.100596377,0.393582407,0.034613848,0.397788026,0.34426236,0.396521201,0.136431881,1
0.393276808,0.146846911,0.420859039,0.21512145,0.374377925,0.05133289,0.442220304,0.501100394,1
0.03615208,0.046303574,0.013752663,0.00110209,0.014668524,0.036658287,0.021426802,0.033621119,1
0.07170458,0.024327463,0.042842878,0.013979018,0.042460259,0.007860959,0.072770216,0.066056594,1
0.028600282,0.03158091,0.015288335,0.011979282,0.014580133,0.001166165,0.030719165,0.043214453,1
0.01049979,0.024421001,0.004730117,0.000499129,0.004926088,1.67E-06,0.008336025,0.093029939,1
0.041511421,0.017769269,0.093706152,0.001009524,0.091921395,0.00470537,0.064266183,0.027014613,1
0.019499881,0.038815226,0.02358864,0.030782342,0.024773291,0.057816327,0.022899237,0.048596834,1
0.016787439,0.00141463,0.016514073,9.54E-06,0.016485826,0.000121713,0.015025176,0.001761714,1
0.014383927,0.101638306,0.009517045,0.021300018,0.009745917,0.000241578,0.011499401,0.067393667,1
0.000238194,0.000576312,0.000264201,1.32E-05,0.000276898,4.05E-06,0.00020727,0.000561852,1
0.094571432,0.045093314,0.072025237,0.003558934,0.071640372,0.000247419,0.092644967,0.025852759,1
0.058024473,0.046292266,0.050575078,0.002691984,0.047951375,0.000324845,0.063856465,0.032488305,1
0.000307051,0.154649518,0.000233486,0.006147742,0.000230851,0.000705838,0.000216062,0.020839359,1
0.050727434,0.079647927,0.037977063,0.018395662,0.038819051,6.20E-06,0.052611253,0.058244686,1
0.04379071,0.080147968,0.026040584,0.039707065,0.027534495,0.03365177,0.041491048,0.06479558,1
0.004214387,0.026146428,0.006802792,0.00154841,0.007191274,2.32E-05,0.005936384,0.0257447,1
0.02178555,0.200177218,0.013948813,0.035365522,0.014708486,0.000382423,0.01825941,0.064006328,1
0.222053989,0.055408619,0.240524868,0.004329801,0.246630321,0.08059561,0.227624922,0.070928801,1
0.088634651,0.074229298,0.118970432,0.067806065,0.120684609,0.097299874,0.091464308,0.040639923,1
0.003818037,0.028508664,0.00379923,0.002340674,0.004708812,7.78E-05,0.003836544,0.021225775,1
0.013733093,0.034870649,0.018297401,0.000557005,0.018022264,0.003917992,0.017525725,0.03416893,1
0.007039405,0.024024398,0.009200467,0.001648784,0.009300913,2.50E-06,0.009507801,0.028877872,1
0.439742597,0.209291766,0.266910961,0.37003475,0.25859024,0.70199525,0.432076805,0.050229422,1
0.554778808,0.202865615,0.583679393,0.46572876,0.589144609,0.7040709,0.544721225,0.247396787,1
