svmrbf-r6d300,svmrbf-ckd,svmrbf-r8d300,xgb-ckd,svmrbf-r9d300,xgb-fp4c,svmrbf-r7d300,svmrbf-ckdext,label
0.120617312,0.096330601,0.124286228,0.002409816,0.122977664,0.12877655,0.115919719,0.059705853,1
0.081839923,0.047737199,0.062049082,0.004663646,0.059559834,0.20894188,0.104836311,0.035003771,1
0.039183157,0.054348831,0.045952683,0.054081976,0.046347534,0.005570114,0.036576624,0.058727277,1
0.005965671,0.006263549,0.007332435,0.000141501,0.007712056,0.000119805,0.008121601,0.005681917,1
0.142989294,0.061685044,0.160456568,0.009685099,0.149332194,0.02386564,0.126820032,0.086159434,1
0.077729738,0.00653288,0.053134818,0.001649141,0.049137839,0.005259037,0.06176924,0.045328396,1
0.011896245,0.037351536,0.017616633,0.000790238,0.017232365,0.000394762,0.014262157,0.042853689,1
0.01796231,0.027676878,0.017389527,0.000263989,0.017328494,0.00064677,0.019757105,0.019578955,1
0.278809189,0.048559455,0.313833486,0.050768316,0.308945784,0.07827574,0.297948361,0.053293115,1
0.141911007,0.07264178,0.148000414,0.003297865,0.150607797,0.39837092,0.152269426,0.095937524,1
0.012735673,0.009712699,0.007242952,0.001015961,0.007028685,6.90E-05,0.012458861,0.10626053,1
0.015449224,0.005754161,0.014669373,0.000171542,0.015140553,0.000217021,0.019839467,0.005073952,1
0.006526451,0.000500485,0.005933503,4.05E-06,0.006051028,0.000108123,0.007353313,0.001596399,1
0.064218026,0.077709301,0.043988003,0.01745379,0.044358995,0.000657856,0.055862639,0.076729828,1
0.05367311,0.023495996,0.056956504,0.000259459,0.058385923,0.00769937,0.071000062,0.022261142,1
0.728781972,0.961733371,0.786648972,0.9962302,0.781704981,0.876893,0.714558404,0.895240125,1
0.109847194,0.017234957,0.124021357,0.000351191,0.118972983,0.003178239,0.129580957,0.029653291,1
0.004440142,0.054613317,0.00364598,0.010803461,0.003710492,0.000432074,0.004268839,0.043673923,1
0.002687049,0.012509672,0.001284336,0.000208437,0.001362691,4.77E-07,0.00175871,0.014250496,1
0.02718006,0.038626856,0.033916994,0.000549018,0.032311855,0.04169655,0.026359246,0.010330896,1
0.045211291,0.045006771,0.050668284,0.18869096,0.050295077,0.00298655,0.046539714,0.036965055,1
0.008123508,0.045777685,0.010226493,0.013064623,0.010163153,0.000591755,0.009418974,0.026834533,1
0.006625119,0.073664883,0.00381973,0.005069912,0.003666524,0.001162469,0.006186679,0.079511381,1
0.009605115,0.107415117,0.006050953,0.004044771,0.00636436,0.001502514,0.008468708,0.133358264,1
0.061368415,0.026460724,0.07201126,0.000818074,0.072625464,0.018541396,0.067015013,0.024298508,1
0.623760078,0.494189703,0.566523394,0.833509,0.497316405,0.9370268,0.616850181,0.203125663,1
0.417899539,0.059617573,0.240408495,0.022649288,0.244327422,0.000493407,0.28060344,0.025284026,1
0.009439643,0.13026661,0.007944302,0.001908004,0.008268179,0.000100255,0.009539187,0.169088052,1
0.007309111,0.016621133,0.006350109,0.000159979,0.006491125,0.001489461,0.007763977,0.082299068,1
0.00232633,0.009621514,0.004478754,0.002456009,0.004563897,9.61E-05,0.003431104,0.011537992,1
0.096418654,0.027266945,0.133901238,0.006315172,0.129681195,0.022900105,0.092531848,0.032224556,1
0.049423595,0.108925903,0.048633372,0.013514161,0.050630339,0.24659693,0.057481293,0.051978181,1
0.125764469,0.085343908,0.132685342,0.059665978,0.134911118,0.05229628,0.125168074,0.058243355,1
0.068163292,0.024351651,0.062109311,0.000506282,0.063934495,0.012772083,0.052981463,0.034947451,1
0.039540062,0.322862715,0.032560418,0.07371473,0.033940971,0.07243186,0.045709301,0.04384135,1
0.592380363,0.216951948,0.568775606,0.18600833,0.567564259,0.973521,0.588606666,0.336630978,1
0.029176636,0.027714931,0.018903748,0.001206517,0.018202981,0.000137091,0.027233207,0.019474362,1
0.015567761,0.015781598,0.017704265,0.000145555,0.017226954,1.31E-05,0.019096172,0.008342522,1
0.012237918,0.052548973,0.023544932,0.027975857,0.023387099,0.001878321,0.016246854,0.052777356,1
0.008117709,0.020155976,0.010981486,0.002341151,0.012291461,7.39E-05,0.012114666,0.018316483,1
0.013243119,0.064516316,0.008664336,0.004838646,0.008736077,0.000991881,0.012849211,0.055253251,1
0.018136802,0.159606009,0.011658564,0.35341036,0.009076903,0.123681486,0.014827749,0.071424509,1
0.083094838,0.079171712,0.074581881,0.041001618,0.072864276,0.002562046,0.071076937,0.065238092,1
0.039201077,0.032809585,0.036049641,0.001267374,0.035417854,0.003920496,0.043182272,0.045489981,1
0.205684385,0.04061232,0.157197565,0.001471162,0.152879606,0.02518177,0.210514611,0.04771722,1
0.042988664,0.047315753,0.045319097,0.000564754,0.045433817,0.006389201,0.047032966,0.050271277,1
0.003949432,0.05478071,0.002952221,0.041696966,0.00293547,1.92E-05,0.004055045,0.088052491,1
0.165212443,0.446214146,0.098641094,0.8253564,0.098636022,0.23209828,0.09895434,0.411224836,1
0.012820793,0.073001433,0.014667773,0.013026774,0.014662311,0.019933224,0.013554563,0.077630657,1
0.101110926,0.043142633,0.054625279,0.029035926,0.0506732,2.03E-06,0.096569394,0.054406785,1
0.011843532,0.039032568,0.010377821,0.003757238,0.010274113,0.004071891,0.011482298,0.026598519,1
0.004652321,0.04177585,0.002873237,0.03254533,0.002781025,5.34E-05,0.004143539,0.018100689,1
0.023065823,0.123262396,0.02417779,0.2783752,0.024904173,0.002151012,0.022855868,0.12193551,1
0.003795683,0.014217789,0.007082153,1.94E-05,0.007150155,2.09E-05,0.005842314,0.0112572,1
0.130648578,0.467640655,0.117944177,0.1609326,0.118193967,0.001333237,0.129268186,0.178893542,1
0.003795013,0.034149089,0.002114928,1.19E-05,0.002112587,2.50E-06,0.003613405,0.025304581,1
0.025343423,0.049614937,0.022941879,0.013461053,0.021896272,0.002689242,0.024939741,0.048298262,1
0.029029676,0.004246809,0.037158389,0.000404537,0.036880079,8.26E-05,0.033325764,0.002697805,1
0.005444987,0.05036034,0.005448752,0.021873355,0.006105925,0.001498103,0.0061906,0.027553183,1
0.064110701,0.450141293,0.102070862,0.804508,0.101972235,0.09927672,0.078200325,0.498053094,1
0.006595462,0.043307736,0.004235706,0.001550317,0.004352316,0.000194252,0.006140819,0.035407323,1
0.006992225,0.036862802,0.009659797,0.00992924,0.010408978,0.03105104,0.008246682,0.10659294,1
0.05708831,0.697523495,0.056314265,0.36687565,0.055600397,0.003312886,0.056145585,0.225590697,1
0.011363641,0.051005281,0.01448945,0.017166376,0.013832026,0.000505209,0.012441783,0.051862951,1
0.111195962,0.200955919,0.114192027,0.3435349,0.120119467,0.07436448,0.102065392,0.268392028,1
0.000550804,0.000988906,0.00158906,2.19E-05,0.001631061,3.58E-07,0.000785271,0.005050681,1
0.001809588,0.008645872,0.001150199,0.000365138,0.001120053,0.000307441,0.001700845,0.001697579,1
0.00290303,0.008341573,0.002136825,0.000131249,0.002049745,0.001148343,0.002673078,0.021637317,1
0.01524967,0.099498993,0.012450928,0.003683686,0.01249081,0.005806983,0.013744807,0.132325487,1
0.17762396,0.076617834,0.24251795,0.01450038,0.234387987,0.4810521,0.216805168,0.186782777,1
0.005175485,0.014784333,0.004159821,0.001108468,0.003940724,6.22E-05,0.005236041,0.064693138,1
0.018096206,0.020319633,0.018349586,5.92E-05,0.018767698,8.29E-05,0.017789216,0.007661226,1
0.024926486,0.02442734,0.022529448,0.002020896,0.022361404,0.001503468,0.02492958,0.012192012,1
0.050153523,0.037413145,0.047148106,0.001091003,0.047244879,0.000612617,0.051037287,0.017810277,1
0.040646249,0.032529954,0.021572287,0.000421941,0.020635478,2.18E-05,0.036941912,0.017182122,1
0.058855778,0.108859816,0.052108609,0.005171478,0.05103226,0.00180608,0.05920203,0.182435742,1
0.009543098,0.044504026,0.004298891,9.06E-05,0.003951363,0.000138283,0.007101534,0.028209475,1
0.151689209,0.241332545,0.196572401,0.2476883,0.200236591,0.6376157,0.159621471,0.3658143,1
0.173326186,0.024771285,0.155369709,0.020626307,0.153527021,0.000119209,0.173982333,0.021042851,1
0.004118361,0.02799877,0.001177741,5.96E-06,0.00107361,0.001386046,0.002259209,0.016817965,1
0.131617299,0.024771285,0.116943294,0.020626307,0.115631973,9.31E-05,0.131950402,0.021042851,1
0.130811333,0.120169508,0.087780127,0.13101685,0.087646305,0.014607251,0.127749548,0.148200612,1
0.429403112,0.008972748,0.395661744,3.42E-05,0.394427287,0.040475667,0.417122226,0.032396146,1
0.000777275,0.031045931,0.000667106,0.003478885,0.000653005,0.00055176,0.000702618,0.022052774,1
0.544788966,0.902947001,0.585428926,0.957842,0.577843499,0.23673153,0.561016798,0.71362319,1
0.029113569,0.006863854,0.019991032,0.002224147,0.01948348,2.26E-06,0.029474138,0.006824311,1
0.000469647,0.004134783,0.000405139,0.000301719,0.000452051,2.15E-06,0.000482294,0.00951753,1
0.001864495,0.008218514,0.000609924,1.19E-06,0.000623473,7.75E-06,0.001473738,0.001632205,1
0.005386227,0.04493724,0.003339573,0.015005291,0.003217206,1.61E-05,0.005016014,0.015954104,1
0.008528131,0.053409472,0.007988328,0.003646493,0.0086941,0.001841724,0.011354915,0.05648269,1
0.000692711,0.012099009,0.000545382,9.58E-05,0.000590572,0.000161648,0.000676128,0.012420913,1
0.002112673,0.036059138,0.00126064,0.00143677,0.001225439,0.000450671,0.001754485,0.047944646,1
0.561539491,0.405032876,0.55618012,0.44262284,0.553577109,0.109187245,0.605361505,0.393222542,1
0.285885184,0.21201979,0.228329001,0.36817086,0.228076655,0.2055831,0.250114153,0.181925333,1
0.006335885,0.046298293,0.006047897,0.014576137,0.006036609,0.000829816,0.005778246,0.047651689,1
0.004322458,0.074902535,0.0034118,0.024327219,0.00337567,0.001386404,0.004547212,0.069713102,1
0.004366347,0.242300175,0.00716684,0.24356407,0.007177982,2.22E-05,0.00602484,0.145604177,1
0.015522421,0.109029298,0.012116426,0.003430009,0.012685023,0.000985265,0.019607307,0.187610835,1
0.014433878,0.184621857,0.005652013,0.10464162,0.005588733,0.001829147,0.00904937,0.17970533,1
0.374571171,0.253796147,0.585705844,0.5448849,0.593476163,0.5840986,0.389005403,0.371504193,1
0.000813534,0.003326236,0.000878997,0.000301957,0.0009194,1.79E-06,0.000823161,0.022693553,1
0.040228772,0.146334457,0.034645711,0.024951577,0.036227482,2.92E-05,0.05317418,0.187060182,1
0.132973207,0.091669421,0.124839612,0.04720956,0.123471216,0.19093907,0.133591527,0.093594206,1
0.458796568,0.592276155,0.523249307,0.8281499,0.525992769,0.9571371,0.4843783,0.704184573,1
0.002813769,0.085994617,0.00243375,0.006900668,0.002434708,6.68E-05,0.003010083,0.020141615,1
0.00339804,0.00915148,0.003746945,0.0007025,0.004051688,1.04E-05,0.003557466,0.006211193,1
0.005405126,0.00933639,0.003857989,0.006672978,0.003733848,6.32E-06,0.005340367,0.03947301,1
0.172217364,0.176974408,0.273058139,0.06509024,0.273987042,0.031179607,0.197493715,0.196624597,1
0.014402247,0.127849206,0.009456548,0.002242506,0.008581531,5.46E-05,0.012214426,0.180688562,1
0.064840498,0.020371178,0.061852224,0.00053221,0.061185354,2.57E-05,0.073920575,0.032821787,1
0.077182743,0.02124738,0.073381606,0.000339627,0.072753518,0.000485778,0.082206323,0.026197155,1
0.225430553,0.114368164,0.18959197,0.13296336,0.199178482,0.053767562,0.211435016,0.174870032,1
0.212251762,0.202102426,0.222710115,0.081138134,0.219795148,0.041332603,0.212089095,0.216010469,1
0.055841743,0.015099022,0.072982219,0.00033474,0.070571147,7.69E-05,0.066592565,0.024321367,1
0.174909349,0.329115079,0.274803228,0.1466288,0.27975717,0.571082,0.170680942,0.177977524,1
0.066198138,0.187218797,0.07819164,0.06509274,0.078262598,0.11519408,0.066776976,0.143272883,1
0.039393717,0.047155634,0.029906546,0.011820197,0.026712528,0.00049603,0.031251689,0.048406645,1
0.001108665,0.033779709,0.000469804,0.00016892,0.000434601,1.68E-05,0.000717167,0.021481705,1
0.01424014,0.038836359,0.014355462,4.01E-05,0.014405022,0.000374675,0.01269397,0.031257541,1
0.037227513,0.032804886,0.03137561,0.000249326,0.031510807,0.000475287,0.033401671,0.032819328,1
0.015454725,0.033951977,0.010823545,6.43E-05,0.009557647,2.23E-05,0.01130347,0.024331811,1
0.019684709,0.041002155,0.008172532,1.55E-05,0.007186366,0.000853062,0.01437117,0.022030272,1
0.01072199,0.032852043,0.00787595,0.000207007,0.008360016,5.77E-05,0.011480712,0.036398386,1
0.003448284,0.028285269,0.002432838,0.00024122,0.002562344,4.88E-05,0.003966582,0.027620965,1
0.002487073,0.022257083,0.003910784,3.87E-05,0.004171823,2.26E-06,0.003167553,0.03039664,1
0.508158686,0.742699268,0.546988653,0.9800025,0.555091737,0.3529275,0.496653726,0.687065371,1
0.079696736,0.040548215,0.076175577,0.000961661,0.076626262,0.022707582,0.089332734,0.031560777,1
0.087758123,0.039837768,0.092749722,0.001282573,0.094819682,0.012045145,0.09047114,0.042557657,1
0.285277851,0.481097414,0.257563897,0.36076576,0.262545581,0.003613949,0.286978498,0.163432992,1
0.125168287,0.015142739,0.150340252,0.000123501,0.147638826,0.06727445,0.145602858,0.017095532,1
0.035097732,0.069051706,0.012876114,0.010979116,0.01140153,0.002916277,0.023718701,0.188245888,1
0.003774421,0.024866922,0.004245932,7.83E-05,0.004170893,0.000200808,0.005417521,0.01798697,1
0.17593576,0.049524396,0.175357291,0.009664655,0.178548864,0.121278524,0.212078896,0.295648223,1
0.006986038,0.023704089,0.011946126,1.75E-05,0.01180732,6.76E-05,0.012326549,0.014654253,1
0.100737609,0.178195123,0.087415979,0.038107812,0.097274584,0.014710248,0.097754098,0.317738564,1
0.000206885,0.011340985,0.000214258,5.10E-05,0.000206262,0.000128508,0.000168899,0.00783137,1
0.03845603,0.028089049,0.042299227,0.003845036,0.040234865,0.027069926,0.026104183,0.080663704,1
0.024384843,0.05431864,0.028267332,0.018560708,0.02863339,1.79E-06,0.035830902,0.049979235,1
0.534499747,0.640681622,0.521624211,0.6245011,0.520039471,0.19563031,0.571504642,0.645406436,1
0.017433695,0.034404492,0.026021216,0.00553894,0.026026724,2.55E-05,0.029049672,0.019681282,1
0.141404561,0.048653839,0.11190036,0.028740823,0.110223007,0.008512735,0.164753402,0.099109871,1
0.009179338,0.043030821,0.008809254,0.003359199,0.008989747,0.00205034,0.00915197,0.033929867,1
0.019030504,0.080830892,0.028620809,0.01502955,0.029851979,0.006272793,0.024905013,0.189085291,1
0.000429964,0.019050374,0.00028998,0.007250071,0.000278703,4.89E-06,0.000362858,0.005703424,1
