name,cls
C1C=CC2C1C(NC3=C2C=C(C=C3)OC(F)(F)F)C(=O)O,1
CC(C)CCN1C(=O)C2=C3C(=C(C=C2)N)C=CC=C3C1=O,1
C1=CC2=C(C=CC=N2)C(=C1)N=CC3=C(C(=CC(=C3)Br)Br)O,1
CCOC1=C(C=CC(=C1)C(C2=C(N=C(NC2=O)SC)O)C3=C(N=C(NC3=O)SC)O)O,1
C1=CC=C(C=C1)C2=CN=C3C=C(C=CC3=N2)N,1
CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N,1
C=CCN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Br,1
CC1=CC=C(N1C2=CN=C(C=C2)OC)C3=CC=CC=C3,1
COC1=CC=C(C=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NCCSC)N,1
C1=CC2=C3C(=C1)C(=CC(=O)C3=CC=C2)O,1
C1=CC=C2C(=C1)N=C(O2)NS(=O)(=O)C3=CC=C(C=C3)N,1
C1=CC=[N+]2C(=C1)C=CC3=C2C=C(C=C3)N.[O-]Cl(=O)(=O)=O,1
C1=CC=C(C=C1)NC2=C(C(=O)NC=C2C=C(C#N)C#N)C#N,1
C1C=CC2C1C(NC3=C2C(=C(C=C3Cl)Cl)Cl)C(=O)O,1
C1=CC(=CC(=C1)OC(=O)/C=C/C2=CC=CO2)C=O,1
COC1=CC=C(C=C1)C2CC(=C(C(=O)C2)C=NCCCO)O,1
C1=CC=C2C(=C1)C=CC=C2N=CC3=C(C(=CC=C3)O)O,1
CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)O)C3=CC=C(C=C3)Cl,1
C1=CC2=C/C(=C/C3=C(NC(=S)NC3=O)O)/N=C2C=C1,1
C1=C(SC(=C1)Br)C=C2C(=O)NC(=S)NC2=O,1
CC1=CC(=C2C=CC=C(C2=N1)OC)N/N=C/C3=CC(=C(C=C3)O)O,1
CN(CCO)C1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)C4=CC=CC=C4OC,1
CC1=CC(=CC=C1)N2C(=O)C3=C4C(=C(C=C3)N)C=CC=C4C2=O,1
C1C=CC2C1C(NC3=C2C=C(C=C3)Br)C(=O)O,1
CC(=O)C1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)N(C1=O)C,1
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N(CCO)CCO,1
CC1=CC(=C(C=C1)C2C3=C(CC(CC3=O)(C)C)NC4=CC=CC=C4N2)O,1
CCN1C2=CC=CC=C2N=C1/C=C/C3=CC=[N+](C=C3)C.[I-],1
CCCN1C2=CC=CC=C2N=C1/C=C/C3=CC=[N+](C=C3)C.[I-],1
C(C(C(=O)O)S)(C(=O)O)S,1
CC1=CC2=C(C=C1)N(C3=NC4=CC=CC=C4N=C23)C,1
CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)O)O,1
CC1=C(C=C(C=C1)C(=O)O)N2C(=O)C3=C4C(=C(C=C3)[N+](=O)[O-])C=CC=C4C2=O,1
CCOC(=O)C1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)N(C1=O)C,1
CC1=C(C=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)CC#N)C,1
C1CN(CCN1CCO)C2=C(C(=O)N3C=CC=CC3=N2)C=O,1
C1=CC=C(C=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2,1
C1CCCN(CC1)C2=CC=C(C3=NON=C23)[N+](=O)[O-],1
C1=CC(=CC(=C1)N2C(=O)C3=CC(=CC4=CC(=CC(=C43)C2=O)[N+](=O)[O-])[N+](=O)[O-])C(=O)O,1
C1C=CC2C1C(NC3=C2C=C(C=C3Cl)Cl)C(=O)O,1
CC1=CC(=NC2=CC=CC=C12)SCC(=O)N/N=C/C3=CC(=C(C=C3)O)O,1
CC1=CC(=C2C3C=CCC3C(NC2=C1)C(=O)O)C,1
CCN(CC)C(=O)C1C2=CC=CC=C2OC3=CC=CC=C13,1
C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2CCl,1
C1=CC=C2C(=C1)C(=CC(=O)C2=O)NC3=CC=CC4=C3N=CC=C4,1
C1=CC2=C3C(=C1)NC(NC3=CC=C2)C4=CC(=CC=C4)Cl,1
CCOC(=O)C1C2CC=CC2C3=C(N1)C=CC(=C3)C(=O)O,1
C1=CC=C(C(=C1)/C=C/2\C(=O)N(C(=S)S2)CC(=O)O)OCC3=C(C=C(C=C3)Cl)Cl,1
CC1=CN2C=C(N=C2C=C1)C3=CC(=C(C=C3)O)O.Cl,1
C1=CC=C(C=C1)COC2=CC\3=C(C=C2)N=C/C3=C\C4=C(NC(=O)NC4=O)O,1
C1=C(C=C(C(=C1/C=N/N2C(=NN=N2)N)O)Cl)Cl,1
COC1=C(C=CC=C1O)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,1
CN1CCN(CC1)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C4S3(=O)=O,1
C1=COC(=C1)/C=C/2\C(=O)NC(=S)N(C2=O)C3=CC=C(C=C3)F,1
COC(=O)CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC=CC=C4,1
C1=CC(=CC(=C1)F)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)O,1
CCOC(=O)C[C@H]1C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)N1C3=CC(=CC=C3)OC,1
C1=CC=C2C(=C1)C=C(C=[N+]2CC(=O)C3=CC=C(C=C3)Br)Br.[Br-],1
CC1=CC=CC=C1N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
CNC1=CC2=[N+](C3=CC=CC=C3N=C2C=C1)C.[O-]Cl(=O)(=O)=O,1
C1=CC2=C(C(=C1)OC3=C(C=C(C=C3)C#N)[N+](=O)[O-])N=CC=C2,1
CCOC(=O)C(C)N1C(=O)/C(=C/C2=CC=C(O2)C3=CC=CC=C3C(=O)O)/SC1=O,1
CC1=CC(=C(C2=C1C(=O)/C(=C/C3=CC=CO3)/O2)CN(C)C)O,1
COC(=O)C1=CC=CC=C1NCC2=CC(=O)OC3=CC(=C(C=C23)O)O,1
CC(=O)OC1=C(C=CC(=C1)OC)C2=NN(C(C2)C3=CC=C(C=C3)OC)C(=O)C4=CC=CC=C4,1
CC1=C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,1
CC1=CC=CN2C1=NC(=C(C2=O)/C=C(\C#N)/C(=O)NCCCOC)N3CCN(CC3)C4=CC=CC=C4,1
CCCC1=CC(=O)OC2=C3CN(COC3=C(C=C12)Cl)CCCO,1
COCCN(CCOC)CC1=C(C=CC2=C1O/C(=C\C3=CC=CO3)/C2=O)O,1
C[N+]1=C2C=C(C=CC2=NC3=CC=CC=C31)NCCO.[O-]Cl(=O)(=O)=O,1
C1=CC=C(C=C1)C(C(=O)O)N2C(=O)/C(=C\C3=CC(=C(C=C3)O)O)/SC2=S,1
COC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)O)[N+](=O)[O-],1
CN(C)C1=CC2=C(C=C1)N=C3C(=O)NC(=O)N=C3N2CC(C(C(CO)O)O)O,1
CNC1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)C,1
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)C4=CC=C(C=C4)Cl)O,1
C1=CC(=CC(=C1)NC(=S)NC(=O)/C=C/C2=CC=CO2)C(=O)O,1
C1=CC=C(C(=C1)C2C3=CC(=C(C=C3OC(=C2C#N)N)O)Cl)F,1
C1=CC(=CC(=C1)N2C(=O)C3=C4C(=C(C=C3)N)C=CC=C4C2=O)N,1
CC(=O)NC1=CC=C(C=C1)N2C(=O)C3=C4C(=C(C=C3)O)C=CC=C4C2=O,1
CN1C(=O)C2=C3C(=C(C=C2)N)C=CC=C3C1=O,1
CC1=CC2=NC(=CN2C=C1)C3=CC(=C(C=C3)O)O.Cl,1
C1=CC=C2C(=C1)[N+](=C3C=CC(=CC3=[N+]2[O-])O)[O-],1
CCN1C(=O)C2=C3C(=C(C=C2)N)C=CC=C3C1=O,1
CC(=O)C1=CC2=C(ON=C2C=C1)C3=CC=C(C=C3)OC,1
CC1=C(N(C(=C1S(=O)(=O)C2=CC=CC=C2)N)CCOC)C,1
CCOC1=CC2=C(C3=C(C=C(C=C3)NCC4=CC=C(C=C4)OC)N=C2C=C1)N,1
COC1=CC2=C(C=C1)NC3=C2CCNC3C4=CC=C(O4)[N+](=O)[O-].Cl,1
CN(C)C1=CC=C(C=C1)/C=N/N(CCO)C2=NS(=O)(=O)C3=CC=CC=C32,1
COC1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O,1
C1=CC(=C(C=C1C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)C(=O)O)N,1
C1=COC(=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NC3=CC(=C(C=C3)C(=O)O)O,1
C1=CSC(=C1)C2=NC(=C(C(=C2)C3=CC=C(C=C3)Cl)C#N)SCC(=O)O,1
COC1=CC(=C(C=C1/C=C\2/CC3=CC=CC=C3C2=O)OC)OC,1
C1=CC=C(C=C1)C(=O)NC2=C(C(=O)C(=C(C2=O)Cl)NC(=O)C3=CC=CC=C3)Cl,1
CN1C2=C(C(NC1=O)C3=CC=CC=C3[N+](=O)[O-])C(=O)CCC2,1
COC1=CC(=CC(=C1O)/C=C/2\C(=O)N(C(=S)S2)CC3=CC=CC=C3)[N+](=O)[O-],1
CN1C2=CC=CC=C2N=C1CNC3=CC=C(C=C3)O,1
COC1=C(C=C(C=C1)Cl)NC(=O)CCS(=O)(=O)C2=CC=C(C=C2)Br,1
C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)Br)O)F,1
COC1=CC(=C(C=C1)OC)N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
C1=CC(=CC=C1CN2C(=O)/C(=C\C3=C(C=CC(=C3)[N+](=O)[O-])O)/SC2=S)Cl,1
CN(C)CCN(C)CC1=C2C=CC=CC2=C(C3=CC=CC=C31)CN(C)CCN(C)C,1
C1=COC(=C1)C2=NN=C(N=N2)C3=CC=CO3,1
COC1=NC=C(C=C1)NC(=O)/C=C/C2=CC(=CC=C2)Br,1
CC1=C(SC2=NC=NC(=C12)N/N=C(\C)/C3=CC=CC=N3)C,1
C1=CC=C(C(=C1)C(=O)O)N=NC2=CC=C(C=C2)O,1
C1=CC2=C3C(=C1)N=C(N=C3/C(=C/O)/C=C2)C(F)(F)F,1
COC1=NC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,1
CC(=C)C1=CC(=CC=C1)C(C)(C)NC(=O)NC2=CN=C(C=C2)OC,1
C[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],1
CC1=CC(=C(N1)/C=C\2/C3=CC=CC=C3NC2=O)C,1
COC1=NC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)F)Cl,1
C[C@@H](C1CC1C2=CC=CC=C2)NS(=O)(=O)OCC(Cl)(Cl)Cl,1
CN1CCN(CC1)C(C2=CC=C(C=C2)Br)C3=CC(=C4C=CC=NC4=C3O)Cl,1
COCCN1C(=C(C(=O)NC1=O)NCC2=CC=CC=C2)N,1
COC1=NC=C(C=C1)NC(=O)C2=CC=CO2,1
CN(C)C1=NC(=CS1)C2=CN(C3=CC=CC=C32)CCC#N,1
CC1=NC2=CC=CC=C2C(=O)N1/N=C/C3=C(C(=C(C=C3)O)O)O,1
C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)N)N=C2C4=CC=CC=C4,1
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C=CC=N3,1
COC1=CC(=C(C=C1)OC)/C=C/C2=NC3=CC=CC=C3NC2=O,1
CC(=O)C1=C2C3=CC=CC=C3C(=O)C4=C(C=CC(=C42)N(C1=O)C)Br,1
C1=CC=C(C(=C1)C2=NN=C(O2)CN3C(=O)C4=C(C3=O)C(=CC=C4)N)Br,1
CN1C=C(C2=CC=CC=C21)C=C3C(=O)NC(=O)NC3=O,1
C1=CC2=C(C=CC(=C2N=NC3=CC=C(C=C3)C(=O)O)O)N=C1,1
C1=CC=C2C(=C1)/C(=C/C3=C(N(C(=O)NC3=O)C4=CC(=CC=C4)F)O)/C=N2,1
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCC(=O)O)NCCC(=O)O,1
CC1(N(C2=C3C(=CC=C(C3=C(C=C2)C=O)C=O)N1C)C)C,1
CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC(=CC=C4)OC,1
CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC=CC=C4,1
C1CN(CC2=C(C3=CC=CC=C3N=C21)N)CC4=CC=CC=C4,1
CC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)CC(=O)N/N=C/C3=CC(=C(C=C3)O)O,1
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)[N+](=O)[O-],1
COC1=NC=C(C=C1)NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
COC1=NC=C(C=C1)NC(=O)C2=CC=CC(=C2)C3=CC=C(C=C3)O,1
C1=CC=C(C=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O,1
CCN1C=C(C2=CC=CC=C21)C=C3C(=O)NC(=O)NC3=O,1
CC1=CC2=C(C=C1NC(=O)C(F)(F)F)N=C3C(=N2)C(=O)NC(=S)N3,1
CCC(=O)NC1=CC2=C(C=C1)N=C3C(=N2)NC(=S)NC3=O,1
C=CCN1C(=NNC1=S)CSC2=CC=CC=C2[N+](=O)[O-],1
C1=CC2=C(C=C1O)N3C(=C(C=N3)Br)N=N2,1
C1CSC2=CC=CC=C2C1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,1
CN(C)C1=CC=C(C=C1)NC(=O)CNCC2=CC=CC=C2OC.C(=O)(C(=O)O)O,1
C1=CC2=C(C=CC=N2)C(=C1)NC(=O)/C(=C/C3=CC(=C(C=C3)O)O)/C#N,1
CN1CCN(CC1)C(C2=CC=C(C=C2)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,1
C1=CC=C2C(=C1)C(=O)C3=C(N2)C=CC(=C3)O,1
COC1=CC=CC=C1CNC(=O)CN2C(=O)C3=C(C2=O)C(=CC=C3)N,1
C1=C(C2=C(C(=C(S2)SCC(=O)NC3=NN=CS3)C#N)NC1=O)O,1
C1=CC2=C(C=C1Br)SC(=N2)NC(=O)CSC3=C(C4=C(S3)C(=CC(=O)N4)O)C#N,1
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,1
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,1
C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,1
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,1
CC1=CC=C(C=C1)/C=C/2\C(=O)NC3=C(S2)C=CC(=C3)C(=O)N4CCC5(CC4)OCCO5,1
C1CN(CCN1CCO)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)N6CCN(CC6)C(=O)C7=CC=CO7,1
CC(C)(C)C1=CC=[N+](C=C1)C2=C(SC(=O)N2)/C=N/NC(=O)C3=CC=CC=C3[O-],1
CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CN=CC=C4)C(=O)NCCN5CCOCC5,1
C1CCCN(CCC1)C(=O)C2=C(N3C=C(C=CC3=N2)Cl)CN4CCC[C@H]4CO,1
C1=CC=C2C(=C1)C(=O)N(S2)C3=CC(=CC=C3)S(=O)(=O)NC4=CC=CC=C4C(=O)O,1
COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SCC(=O)O,1
C1=CC=C(C=C1)CN2C(=O)/C(=C\C3=C(C(=CC(=C3)Br)Br)O)/SC2=S,1
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],1
C1=CC(=CC=C1COC2=C(C=C(C=C2)Br)/C=C/3\C(=O)N(C(=S)S3)CC(=O)O)[N+](=O)[O-],1
C1CCN(C1)C(=O)CN2C(=O)/C(=C\C3=CC=CN3C4=CC=C(C=C4)C(=O)O)/SC2=O,1
C1CCC(C1)N2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3,1
CCCOC1=CC=CC(=C1)C2C(=C(C(=O)N2C3=NN=C(S3)C)O)C(=O)C4=CC=CO4,1
C1=CC=C(C(=C1)COC2=C(C=C(C=C2)[N+](=O)[O-])/C=C/3\C(=O)N(C(=S)S3)CC(=O)O)Cl,1
CCC1=NN=C(S1)NC(=O)CSC2=C(C3=C(S2)C(=CC(=O)N3)O)C#N,1
COC1=CC=CC(=C1)NC(=O)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4,1
CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3C4CCCC4)C(=O)NCC5=CC=CO5)C=C1,1
CC1=CC(=C(C=C1)C)S(=O)(=O)NC2=CC3=C(C=C2)OC(=C3C(=O)O)C,1
C1=CC=C(C=C1)/C=C(/C=C/2\C(=O)N(C(=S)S2)CC(=O)O)\Br,1
C1=CC(=C(C=C1Cl)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O)O.[Na+],1
C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)N=NC3=C4C=CC=NC4=C(C=C3)O,1
C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,1
CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NCC2=CC=CO2)C3=CC=CC=C3OC,1
C1CN(CCN1C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)NCCCC(=O)O)C(=O)C6=CC=CO6,1
CC1=C(C2=C(O1)C3=CC=CC=C3C(=C2)NS(=O)(=O)C4=CC=C(C=C4)C(C)C)C(=O)O,1
COCCCNC(=O)CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC=CC=C4F,1
CCN1C(=O)/C(=C/C2=CN(C3=CC=CC=C32)CC(=O)N4CCCCC4C)/C(=O)NC1=O,1
C1CCN(C1)CC2=C(N=C3N2C=C(C=C3)Cl)C(=O)N4CCC5=CC=CC=C5C4,1
C1=CC=C2C(=C1)/C(=C/3\C(=O)N(C(=S)S3)CCS(=O)(=O)O)/C(=O)N2CC(=O)NC4=CC(=CC=C4)Br,1
CC1=C(C(=O)OC2=C1C=CC(=C2O)O)CC(=O)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4,1
CC(C)N1C(=NN=C1SCC(=O)NC2=NN=CS2)C3=CC=CO3,1
CC(CSC)N1CCC(CC1)OC2=CC=CC(=C2)C(=O)NCC3=CC=CC=N3,1
CC(CSC)N1CCC(CC1)N2C(=CC=N2)NC(=O)CCCC3=CC=CC=C3,1
COC1CCCN(C1)CC2=C(N=C3N2C=CC=C3)C(=O)N4CCN(CC4)C5CCCCC5,1
CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=CN=C(C=C2)OC)C3=CC=CC=C3,1
CSC1=NN=C(S1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC=C(C=C4)F,1
C1=COC(=C1)C2=C(SC(=N2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C4=CC=CO4,1
CC(C)C[C@@H](C(=O)NC1CCCC1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCO4,1
CC1=C(C=C(C=C1)C(=O)O)C2=CC=C(O2)/C=C\3/C(=O)N(C(=O)S3)CC(=O)NC4=CC5=C(C=C4)OCO5,1
CCN(C1CCS(=O)(=O)C1)C(=O)C(C)N2C(=O)/C(=C/C3=CC=CO3)/SC2=S,1
C1=COC(=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC(=C(C=C3)O)C(=O)O,1
CC(C(=O)NC1=CC(=C(C=C1)O)C(=O)O)N2C(=O)/C(=C/C3=CC=CO3)/SC2=S,1
CC(C(=O)NC1=CC(=C(C=C1)C(=O)O)O)N2C(=O)/C(=C\C3=CC=CO3)/SC2=S,1
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)N2CCC(CC2)C(=O)NCC(=O)NC3=CC=C(C=C3)F,1
C1=COC(=C1)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)NC3=C(C=C(C=C3)O)C(=O)O,1
C/C(=N\NC(=O)C1=CC(=CC(=C1)O)O)/C2=CC=C(C=C2)NC(=O)CC3=CC=CC=C3,1
CN1C2=C(C=C(C=C2)/C=N/NC(=O)C3=C(C=CC(=C3)O)O)C4=CC=CC=C41,1
C/C(=N\NC(=O)C1=C(C=CC(=C1)O)O)/C2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)Cl,1
CC(C)[C@@H](C(=O)NC1CCCC1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCO4,1
C1=COC(=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC(=C(C=C3)C(=O)O)O,1
CCCN1CCN(CC1)S(=O)(=O)C2=CN(N=C2C)C,1
C1=COC=C1/C=N/NC(=O)C2=CC(=CC(=C2)O)O,1
CCOC1=C(C=C(C=C1)/C=C/2\CCCC3=C(C4=CC=CC=C4N=C23)C(=O)O)OC,1
C1=CC=C2C(=C1)C(=C(N2)O)N=NC(=O)CNC(=O)/C=C/C3=CC=CO3,1
CCC(C)[C@@H](C(=O)NC1CCCCC1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCO4,1
C1=CC=C(C(=C1)C(=O)N=N/C=C\2/C(=NC(=O)S2)N3C=CC(=C4C=CNC=C4)C=C3)O,1
CCSC1=NN=C(S1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC(=CC=C4)OC,1
CSC1=NN=C(S1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC=CC=C4,1
CSC1=CC=C(C=C1)C2C(=C(C(=O)N2C3=NN=C(S3)SC)O)C(=O)C4=CC=CO4,1
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,1
C1=CC2=C(C=CC=C2S(=O)(=O)C3=C(C=CC(=C3)O)O)C(=C1)S(=O)(=O)C4=C(C=CC(=C4)O)O,1
C1=CC=C(C=C1)CCOC(=O)C2=CC(=C(C(=C2)O)O)O,1
COC1=C(C=C(C=C1)Br)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CO4)S2,1
COC1=C(C=C(C=C1)C2C=C(NC3=NC=NN23)C4=CC=C(S4)Br)OC,1
CC(=O)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3CCCN3S(=O)(=O)C4=CC=CS4,1
C1=CC2=C(C=C1NC(=O)COC(=O)/C=C/C3=CC=C(O3)Br)NC(=O)N2,1
C1CCC2(C1)C(=O)N(C(=O)N2)CC(=O)NC3=C(C=CS3)C#N,1
COCCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)COC(=O)C3=CC4=C(S3)CCC4,1
COC1=NC=C(C=C1)NC(=O)COC2=CC=CC(=C2)C(F)(F)F,1
CCN(CC(=O)NC1=C(C=CC=C1F)F)C(=O)/C=C/C2=NC3=CC=CC=C3C=C2,1
C1=CC=C(C(=C1)C(=O)NNC(=O)C2=CC(=CC=C2)N3C=CC=C3)F,1
C1C(=O)NC2=C(O1)C=CC(=C2)C(=O)COC(=O)/C=C/C3=CC=C(O3)Br,1
C1CN(CCN1C(=O)C2=CC(=CC=C2)N3C=CC=C3)S(=O)(=O)C4=CC=CC=C4,1
CC1(CCS(=O)(=O)C1)NC(=O)CCC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2,1
CC(C(=O)NC1=CC=C(C=C1)NC(=O)C)OC(=O)/C(=C/C2=CC=C(C=C2)N(C)C)/C#N,1
CC1=C(C(=CC=C1)NC(=O)CNC(=O)C2=CC(=CC=C2)N3C=CC=C3)C,1
CC1=C(C(=CC=C1)NC(=O)CNC(=O)CCC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2)C,1
CC1=CC(=C(C=C1)C)NC(=O)CN(C)C(=O)C2=CC(=CC=C2)N3C=CC=C3,1
CC(C(=O)NCC1=CC=CO1)OC(=O)/C(=C/C2=CC=C(C=C2)N(C)C)/C#N,1
C1=CSC2=C1N=C(NC2=O)COC(=O)/C=C/C3=CC=C(O3)Br,1
C[C@@H]1[C@@H]([C@@H](C[C@H](O1)O[C@@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,1
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O,1
C[C@@]1(C2[C@@H](C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,1
CCCCN(C1=C(N(C(=O)NC1=O)CCC)N)C(=O)C2=CC(=CC=C2)N3C=CC=C3,1
CCN\1C2=CC=CC=C2S/C1=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-],1
CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC(=CC=C3)OCC=C)C4=NN=C(S4)C)O,1
CN(CC(=O)NC1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)CCC3,1
COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,1
CCC1=C(SC(=C1)C(=O)NC2=CN=C(C=C2)OC)C,1
CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=C\C(=O)O)\C(=O)O,1
CCC1=CC=C(C=C1)N2CC(CC2=O)C(=O)OCC3=NC4=C(C(=O)N3)SC=C4,1
C1=COC(=C1)C2C(=C(C(=O)N2C3=NC4=C(S3)C=C(C=C4)Cl)O)C(=O)C5=CC=CO5,1
CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,1
C1=CC=C2C(=C1)N=C(S2)NC(=O)CSC3=C(C4=C(S3)C(=CC(=O)N4)O)C#N,1
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,1
CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl,1
